,Provincia,Partido,Localidad,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,4G,3G,TELEFONIAFIJA,WIRELESS,SATELITAL
2242,LA RIOJA,Famatina,Pituil,--,--,--,--,SI,--,SI,SI,--
2243,LA RIOJA,Famatina,Plaza Vieja,--,--,--,--,--,--,--,--,--
2244,LA RIOJA,Famatina,Santa Cruz,--,--,--,--,--,--,--,SI,--
2245,LA RIOJA,Famatina,Santo Domingo,--,--,--,--,--,--,--,--,--
2246,LA RIOJA,General Angel V. Peñaloza,Punta de los Llanos,--,--,--,SI,SI,--,SI,SI,--
2247,LA RIOJA,General Angel V. Peñaloza,Tama,SI,--,--,SI,SI,--,SI,SI,--
2248,LA RIOJA,General Belgrano,Castro Barros,--,--,--,--,--,--,--,SI,--
2249,LA RIOJA,General Belgrano,Chañar,SI,--,--,SI,--,SI,SI,SI,--
2250,FORMOSA,Matacos,Ingeniero Guillermo N. Juárez,SI,--,--,--,SI,SI,SI,SI,SI
2251,FORMOSA,Patiño,Bartolomé de las Casas,--,--,--,--,--,--,--,SI,SI
2252,FORMOSA,Patiño,Colonia Sarmiento,--,--,--,--,--,--,--,--,--
2253,FORMOSA,Patiño,Comandante Fontana,--,--,--,--,SI,SI,SI,SI,--
2254,FORMOSA,Patiño,El Recreo,--,--,--,--,--,--,--,--,--
2255,FORMOSA,Patiño,Estanislao del Campo,SI,--,--,--,SI,--,SI,SI,--
2256,FORMOSA,Patiño,Fortín Cabo 1º Lugones,--,--,--,--,SI,--,--,SI,--
2257,FORMOSA,Patiño,Fortín Sargento 1º Leyes,--,--,--,--,--,--,--,SI,SI
2258,FORMOSA,Patiño,Ibarreta,SI,--,--,--,SI,SI,SI,SI,SI
2259,FORMOSA,Patiño,Juan G. Bazán,--,--,--,--,SI,--,--,SI,--
2260,FORMOSA,Patiño,Las Lomitas,SI,--,--,SI,SI,SI,SI,SI,SI
2261,FORMOSA,Patiño,Posta Cambio Zalazar,--,--,--,--,SI,--,--,SI,--
2262,FORMOSA,Patiño,Pozo del Tigre,SI,--,--,SI,SI,SI,SI,SI,--
2263,FORMOSA,Patiño,San Martín I,--,--,--,--,--,--,--,SI,--
2264,FORMOSA,Patiño,San Martín II,--,--,--,SI,SI,--,SI,SI,--
2265,JUJUY,Susques,Olacapato,--,--,--,SI,--,--,--,SI,--
2266,FORMOSA,Pilcomayo,Laguna Naick-Neck,SI,--,--,--,SI,--,SI,SI,SI
2267,FORMOSA,Pilcomayo,Palma Sola,--,--,--,--,SI,--,--,SI,--
2268,FORMOSA,Pilcomayo,Puerto Pilcomayo,--,--,--,--,--,--,--,SI,--
2269,FORMOSA,Pilcomayo,Riacho He-He,--,--,--,SI,SI,SI,SI,SI,--
2270,FORMOSA,Pilcomayo,Riacho Negro,--,--,--,--,SI,--,--,SI,--
2271,FORMOSA,Pilcomayo,Siete Palmas,SI,--,--,SI,SI,--,SI,SI,--
2272,FORMOSA,Pirané,Colonia Campo Villafañe,--,--,--,SI,SI,--,SI,SI,--
2273,FORMOSA,Pirané,El Colorado,SI,--,--,SI,SI,--,SI,SI,SI
2274,FORMOSA,Pirané,Palo Santo,--,SI,--,--,SI,SI,SI,SI,SI
2275,FORMOSA,Pirané,Pirané,--,--,--,SI,SI,SI,--,SI,SI
2276,FORMOSA,Pirané,Villa Kilómetro 213,--,--,--,--,SI,--,SI,SI,SI
2277,FORMOSA,Ramón Lista,El Potrillo,--,--,--,--,--,--,--,SI,--
2278,FORMOSA,Ramón Lista,El Quebracho,--,--,--,--,--,--,--,SI,--
2279,ENTRE RIOS,Nogoyá,Hernández,SI,--,--,--,SI,SI,SI,SI,SI
2280,ENTRE RIOS,Nogoyá,Lucas González,SI,--,--,--,SI,SI,SI,SI,--
2281,ENTRE RIOS,Nogoyá,Nogoyá,SI,--,--,--,SI,SI,SI,SI,--
2282,ENTRE RIOS,Nogoyá,XX de Setiembre,--,--,--,--,--,--,SI,SI,--
2283,ENTRE RIOS,Paraná,Aldea María Luisa,--,--,--,--,SI,--,SI,SI,--
2284,ENTRE RIOS,Paraná,Aldea San Juan,--,--,--,--,--,--,--,--,--
2285,ENTRE RIOS,Paraná,Aldea San Rafael,--,--,--,--,--,--,SI,SI,--
2286,ENTRE RIOS,Paraná,Aldea Santa María,--,--,--,--,--,--,SI,--,--
2287,ENTRE RIOS,Paraná,Aldea Santa Rosa,--,--,--,--,--,--,--,--,--
2288,ENTRE RIOS,Paraná,Cerrito,SI,SI,--,--,SI,SI,SI,SI,SI
2289,ENTRE RIOS,Paraná,Colonia Avellaneda,SI,--,--,--,SI,SI,SI,SI,--
2290,ENTRE RIOS,Paraná,Colonia Crespo,--,--,--,--,--,--,--,--,--
2291,ENTRE RIOS,Paraná,Colonia Merou,--,--,--,--,--,--,--,--,--
2292,ENTRE RIOS,Paraná,Crespo,SI,SI,--,SI,SI,SI,SI,SI,--
2293,ENTRE RIOS,Paraná,Crucesitas Séptima Sección,--,--,--,--,--,--,--,SI,--
2294,ENTRE RIOS,Paraná,El Palenque,--,--,--,--,SI,--,SI,SI,--
2295,ENTRE RIOS,Diamante,General Ramírez,SI,SI,--,--,SI,SI,SI,SI,--
2296,ENTRE RIOS,Diamante,La Juanita,--,--,--,--,--,--,--,--,--
2297,ENTRE RIOS,Diamante,Las Jaulas,--,--,--,--,--,--,--,--,--
2298,ENTRE RIOS,Diamante,Paraje La Virgen,--,--,--,--,--,--,--,--,--
2299,ENTRE RIOS,Diamante,Puerto Las Cuevas,--,--,--,--,--,--,--,--,--
2300,ENTRE RIOS,Diamante,Strobel,--,SI,--,--,SI,SI,--,--,--
2301,ENTRE RIOS,Diamante,Villa Libertador San Martín,SI,--,--,--,SI,SI,SI,SI,--
2302,ENTRE RIOS,Federación,Chajarí,SI,SI,--,SI,SI,SI,SI,SI,--
2303,ENTRE RIOS,Federación,Colonia Alemana,--,--,--,--,--,--,--,SI,--
2304,ENTRE RIOS,Federación,Colonia Ensanche Sauce,--,--,--,--,SI,--,--,SI,--
2305,ENTRE RIOS,Federación,Colonia La Argentina,--,--,--,--,SI,SI,SI,SI,--
2306,ENTRE RIOS,Federación,Colonia Peña,--,--,--,--,--,--,--,SI,--
2307,ENTRE RIOS,Federación,Colonia Santa María,--,--,--,--,SI,--,--,SI,--
2308,ENTRE RIOS,Federación,Federación,SI,--,--,SI,SI,SI,SI,SI,--
2309,ENTRE RIOS,Federación,Los Conquistadores,--,SI,--,--,SI,SI,SI,SI,--
2310,ENTRE RIOS,Federación,San Jaime de la Frontera,--,SI,--,--,SI,SI,SI,SI,--
2311,FORMOSA,Ramón Lista,General Mosconi,--,--,--,SI,--,--,SI,SI,SI
2312,JUJUY,Cochinoca,Abdón Castro Tolay,--,--,--,--,--,--,--,--,--
2313,JUJUY,Cochinoca,Abra Pampa,--,--,--,--,SI,--,SI,SI,SI
2314,JUJUY,Cochinoca,Abralaite,--,--,--,--,--,--,--,--,--
2315,JUJUY,Cochinoca,Agua de Castilla,--,--,--,--,--,--,--,--,--
2316,JUJUY,Cochinoca,Casabindo,--,--,--,--,--,--,--,--,--
2317,JUJUY,Cochinoca,Cochinoca,--,--,--,--,--,--,--,--,--
2318,JUJUY,Cochinoca,La Redonda,--,--,--,--,--,--,--,--,SI
2319,JUJUY,Cochinoca,Puesto del Marquéz,--,--,--,SI,SI,--,--,--,--
2320,JUJUY,Cochinoca,Quebraleña,--,--,--,--,--,--,--,--,--
2321,JUJUY,Cochinoca,Quera,--,--,--,--,--,--,--,--,--
2322,JUJUY,Cochinoca,Rinconadillas,--,--,--,--,--,--,--,--,--
2323,JUJUY,Cochinoca,San Francisco de Alfarcito,--,--,--,--,--,--,--,--,--
2324,JUJUY,Cochinoca,Santa Ana de la Puna,--,--,--,--,--,--,--,--,--
2325,JUJUY,Cochinoca,Santuario de Tres Pozos,--,--,--,--,--,--,--,--,--
2326,JUJUY,Cochinoca,Tambillos,--,--,--,--,--,--,--,--,--
2327,JUJUY,Cochinoca,Tusaquillas,--,--,--,--,--,--,--,--,--
2328,JUJUY,Doctor Manuel Belgrano,Dr. Manuel Belgrano,--,--,--,SI,--,--,--,SI,SI
2329,JUJUY,Doctor Manuel Belgrano,Guerrero,SI,SI,--,--,SI,SI,SI,--,--
2330,JUJUY,Doctor Manuel Belgrano,La Almona,--,SI,--,SI,--,--,--,--,--
2331,JUJUY,Doctor Manuel Belgrano,León,--,SI,--,--,--,--,--,--,SI
2332,JUJUY,Doctor Manuel Belgrano,Lozano (Ap. Chañi),--,--,--,--,SI,SI,SI,SI,--
2333,JUJUY,Doctor Manuel Belgrano,Ocloyas,--,--,--,--,--,--,--,--,--
2334,JUJUY,Doctor Manuel Belgrano,San Pablo De Reyes,--,--,--,--,--,--,--,--,--
2335,JUJUY,Doctor Manuel Belgrano,San Salvador de Jujuy (Est. Jujuy),SI,SI,--,SI,SI,SI,SI,SI,SI
2336,JUJUY,Doctor Manuel Belgrano,Yala,--,--,--,--,SI,SI,SI,SI,SI
2337,JUJUY,El Carmen,Aguas Calientes,--,--,--,--,--,--,--,SI,--
2338,JUJUY,El Carmen,Barrio El Milagro,--,--,--,--,--,--,--,--,--
2339,JUJUY,El Carmen,Barrio La Unión,--,--,--,--,--,--,--,--,--
2340,JUJUY,El Carmen,El Carmen,SI,SI,--,--,SI,SI,SI,SI,SI
2341,JUJUY,El Carmen,Fleming,--,--,--,--,SI,SI,--,--,--
2342,JUJUY,El Carmen,Los Lapachos (Est. Maquinista Verón),--,--,--,--,SI,SI,--,--,--
2343,JUJUY,El Carmen,Loteo San Vicente,--,--,--,--,SI,--,--,--,--
2344,JUJUY,El Carmen,Manantiales,--,--,--,--,SI,SI,--,--,SI
2345,JUJUY,El Carmen,Monterrico,--,SI,--,--,SI,SI,SI,SI,SI
2346,JUJUY,El Carmen,Pampa Blanca,SI,SI,--,--,SI,SI,SI,SI,SI
2347,JUJUY,El Carmen,Perico,--,SI,--,--,SI,SI,SI,SI,SI
2348,JUJUY,El Carmen,Pila Pardo,--,--,--,--,--,--,--,--,--
2349,JUJUY,Yavi,La Quiaca,SI,--,--,SI,SI,--,SI,SI,SI
2350,JUJUY,Yavi,Llulluchayoc,--,--,--,--,--,--,--,--,--
2351,JUJUY,Yavi,Pumahuasi,--,--,--,SI,SI,--,--,--,--
2352,JUJUY,Yavi,San Jose,--,--,--,--,--,--,--,--,--
2353,JUJUY,Yavi,Yavi,--,--,--,--,--,--,--,--,SI
2354,JUJUY,Yavi,Yavi Chico,--,--,--,SI,--,--,--,--,--
2355,LA PAMPA,Atreucó,Doblas,--,SI,--,SI,--,--,SI,SI,SI
2356,LA PAMPA,Atreucó,Macachín,--,--,--,SI,SI,--,SI,SI,SI
2357,LA PAMPA,Atreucó,Miguel Riglos,--,--,--,SI,SI,--,SI,SI,SI
2358,LA PAMPA,Atreucó,Rolón,--,--,--,--,SI,--,SI,SI,SI
2359,LA PAMPA,Atreucó,Tomas M. Anchorena,--,--,SI,--,--,--,SI,SI,SI
2360,LA PAMPA,Caleu Caleu,Anzoategui,--,--,--,--,--,--,--,--,--
2361,LA PAMPA,Caleu Caleu,La Adela,--,SI,--,--,SI,SI,--,SI,SI
2362,LA PAMPA,Capital,Anguil,--,SI,--,SI,SI,SI,SI,SI,SI
2363,JUJUY,Susques,Olaroz Chico,--,--,--,SI,--,--,SI,SI,SI
2364,JUJUY,Susques,Pastos Chicos,--,--,--,SI,--,--,--,--,--
2365,JUJUY,Susques,Puesto Sey,--,--,--,SI,--,--,--,--,--
2366,JUJUY,Susques,San Juan de Quillaqués,--,--,--,SI,--,--,--,--,SI
2367,JUJUY,Susques,Susques,--,--,--,SI,SI,--,SI,SI,SI
2368,JUJUY,Tilcara,Colonia San José,--,--,--,--,--,--,--,--,--
2369,JUJUY,Tilcara,Huacalera,--,--,--,SI,--,--,--,--,--
2370,JUJUY,Tilcara,Juella,--,--,--,--,--,--,SI,--,--
2371,JUJUY,Tilcara,Maimará,--,--,--,SI,SI,--,SI,SI,SI
2372,JUJUY,Tilcara,Tilcara,--,--,--,SI,SI,SI,SI,SI,SI
2373,JUJUY,Tilcara,Yacoraite,--,--,--,--,--,--,--,--,--
2374,JUJUY,Tumbaya,Bárcena,--,--,--,--,--,--,--,SI,--
2375,JUJUY,Tumbaya,El Moreno,--,--,--,--,--,--,--,--,--
2376,JUJUY,Tumbaya,Puerta de Colorados,--,--,--,--,--,--,--,--,--
2377,JUJUY,Tumbaya,Purmamarca,SI,--,--,--,SI,--,SI,SI,--
2378,JUJUY,Tumbaya,Tumbaya,--,--,--,--,SI,--,SI,SI,--
2379,JUJUY,Tumbaya,Volcán,SI,--,--,--,SI,--,SI,SI,--
2380,JUJUY,Valle Grande,Caspalá,--,--,--,--,--,--,--,--,--
2381,JUJUY,Valle Grande,Pampichuela,--,--,--,--,--,--,--,--,--
2382,JUJUY,Valle Grande,San Francisco,--,--,--,--,--,--,--,--,--
2383,JUJUY,Valle Grande,Santa Ana,--,--,--,--,--,--,--,--,SI
2384,ENTRE RIOS,Paraná,El Pingo,--,--,--,--,SI,SI,SI,SI,--
2385,ENTRE RIOS,Paraná,El Ramblón,--,--,--,--,SI,--,--,--,--
2386,ENTRE RIOS,Paraná,El Ramblón,--,--,--,--,SI,--,--,SI,--
2387,ENTRE RIOS,Paraná,Hasenkamp,--,SI,--,SI,SI,SI,SI,SI,SI
2388,ENTRE RIOS,Paraná,Hernandarias,--,SI,--,--,SI,SI,SI,SI,--
2389,ENTRE RIOS,Paraná,La Picada,SI,--,--,SI,SI,SI,SI,--,--
2390,ENTRE RIOS,Paraná,Las Tunas,--,--,--,--,--,--,--,SI,SI
2391,ENTRE RIOS,Paraná,María Grande,--,SI,SI,SI,SI,SI,SI,SI,--
2392,ENTRE RIOS,Paraná,Oro Verde,SI,SI,--,--,SI,SI,SI,SI,--
2393,ENTRE RIOS,Paraná,Paraná,SI,SI,SI,SI,SI,SI,SI,SI,SI
2394,ENTRE RIOS,Paraná,Pueblo Bellocq (Est. Las Garzas),--,--,--,--,--,--,SI,--,--
2395,ENTRE RIOS,Paraná,Pueblo Brugo,--,--,--,--,SI,SI,SI,SI,--
2396,ENTRE RIOS,Paraná,Pueblo General San Martín,--,--,--,--,SI,--,--,--,--
2397,NEUQUEN,Zapala,Los Catutos,--,--,--,--,--,--,--,SI,--
2398,NEUQUEN,Zapala,Mariano Moreno,SI,--,SI,--,--,--,SI,SI,SI
2399,NEUQUEN,Zapala,Ramon M. Castro,--,--,--,--,SI,--,--,--,--
2400,NEUQUEN,Zapala,Zapala,SI,--,SI,SI,SI,SI,SI,SI,SI
2401,RIO NEGRO,25 de Mayo,Aguada de Guerra,--,--,--,--,--,--,--,SI,--
2402,RIO NEGRO,25 de Mayo,Clemente Onelli,--,--,--,SI,--,--,--,--,--
2403,RIO NEGRO,25 de Mayo,Colan Conhue,--,--,--,--,--,--,SI,--,SI
2404,RIO NEGRO,25 de Mayo,El Caín,--,--,--,--,--,--,SI,--,SI
2405,RIO NEGRO,25 de Mayo,Ingeniero Jacobacci,SI,--,SI,SI,SI,SI,SI,SI,SI
2406,RIO NEGRO,25 de Mayo,Los Menucos,--,--,--,--,SI,--,--,SI,SI
2407,RIO NEGRO,25 de Mayo,Maquinchao,--,--,--,--,SI,--,SI,SI,SI
2408,RIO NEGRO,25 de Mayo,Mina Santa Teresita,--,--,--,--,--,--,--,--,--
2409,RIO NEGRO,25 de Mayo,Pilquiniyeu,--,--,--,--,--,--,--,--,SI
2410,RIO NEGRO,9 de Julio,Comicó,--,--,--,--,--,--,--,--,SI
2411,RIO NEGRO,9 de Julio,Cona Niyeu,--,--,--,--,--,--,SI,--,SI
2412,RIO NEGRO,9 de Julio,Ministro Ramos Mexía,--,--,--,SI,--,--,--,SI,SI
2413,LA PAMPA,Guatraché,General Manuel J. Campos,--,--,--,SI,SI,--,SI,--,SI
2414,LA PAMPA,Guatraché,Guatraché,--,SI,--,SI,SI,SI,SI,SI,SI
2415,LA PAMPA,Guatraché,Perú,--,--,--,--,--,--,--,SI,--
2416,LA PAMPA,Guatraché,Santa Teresa,--,--,--,SI,--,--,SI,--,--
2417,LA PAMPA,Hucal,Abramo,--,--,--,SI,--,--,--,SI,SI
2418,LA PAMPA,Hucal,Bernasconi,SI,--,--,SI,SI,SI,SI,SI,SI
2419,LA PAMPA,Hucal,General San Martín (Est. Villa Alba),--,--,--,SI,SI,SI,SI,SI,--
2420,LA PAMPA,Hucal,Hucal,--,--,--,--,--,--,--,--,--
2421,LA PAMPA,Hucal,Jacinto Arauz,--,--,--,SI,SI,SI,SI,SI,SI
2422,LA PAMPA,Lihuel Calel,Cuchillo Co,--,--,--,SI,SI,--,--,--,SI
2423,LA PAMPA,Limay Mahuida,La Reforma,--,--,--,--,SI,--,SI,SI,SI
2424,LA PAMPA,Limay Mahuida,Limay Mahuida,--,--,--,--,--,--,--,SI,SI
2425,LA PAMPA,Loventué,Carro Quemado,--,--,--,SI,--,--,SI,SI,SI
2426,LA PAMPA,Loventué,Loventué,--,--,--,SI,--,--,SI,--,--
2427,LA PAMPA,Loventué,Luan Toro,--,--,--,--,SI,--,SI,SI,SI
2428,LA PAMPA,Loventué,Telén,--,--,--,SI,SI,--,SI,SI,SI
2429,LA PAMPA,Loventué,Victorica,--,--,--,SI,SI,SI,SI,SI,SI
2430,LA PAMPA,Maracó,Agustoni,--,--,--,--,--,--,SI,SI,--
2431,LA PAMPA,Maracó,Dorila,--,--,--,SI,--,--,SI,SI,--
2432,LA PAMPA,Maracó,General Pico,SI,SI,SI,SI,SI,SI,SI,SI,SI
2433,LA PAMPA,Maracó,Speluzzi,--,--,--,SI,SI,--,SI,SI,--
2434,LA PAMPA,Maracó,Trebolares,--,--,--,--,--,--,--,--,--
2435,LA PAMPA,Puelén,25 de Mayo,--,--,--,SI,SI,SI,SI,SI,--
2436,LA PAMPA,Puelén,Casa de Piedra,--,--,--,--,--,--,--,SI,--
2437,LA PAMPA,Puelén,Puelén,--,--,SI,--,SI,--,SI,SI,SI
2438,LA PAMPA,Quemú Quemú,Colonia Barón,--,--,SI,SI,SI,SI,SI,SI,SI
2439,LA PAMPA,Quemú Quemú,Colonia San José,--,--,--,--,--,--,--,--,--
2440,LA PAMPA,Quemú Quemú,Miguel Cané,--,--,--,SI,SI,SI,SI,--,SI
2441,MENDOZA,San Carlos,Barrio Carrasco,--,--,--,--,--,--,--,--,--
2442,MENDOZA,San Carlos,Barrio El Cepillo,--,--,--,--,--,--,--,SI,--
2443,MENDOZA,San Carlos,Chilecito,--,--,--,--,SI,SI,--,SI,--
2444,MENDOZA,San Carlos,Eugenio Bustos,SI,--,--,--,SI,SI,SI,SI,--
2445,MENDOZA,San Carlos,La Consulta,SI,--,--,--,SI,SI,SI,SI,SI
2446,MENDOZA,San Carlos,Pareditas,--,--,--,SI,SI,SI,SI,SI,--
2447,MENDOZA,San Carlos,San Carlos,--,SI,--,--,SI,SI,--,SI,--
2448,MENDOZA,San Martín,Alto Salvador,--,--,--,SI,--,--,--,SI,--
2449,MENDOZA,San Martín,Alto Verde,--,--,--,SI,--,--,--,SI,--
2450,MENDOZA,San Martín,Barrio Chivilcoy,--,--,--,--,--,--,--,--,--
2451,MENDOZA,San Martín,Barrio Emanuel,--,--,--,--,--,--,--,--,--
2452,MENDOZA,San Martín,Barrio La Estación,--,--,--,--,--,--,--,--,--
2453,MENDOZA,San Martín,Barrio Los Charabones,--,--,--,--,--,--,--,--,--
2454,MENDOZA,San Martín,Barrio Ntra. Sra. De Fátima,--,--,--,--,--,SI,--,--,--
2455,MENDOZA,San Martín,Chapanay,--,--,SI,SI,SI,SI,SI,SI,--
2456,MENDOZA,San Martín,Chivilcoy,--,--,--,--,--,--,--,--,--
2457,MENDOZA,San Martín,El Espino,--,--,--,--,--,--,--,SI,--
2458,MENDOZA,San Martín,El Ramblón,--,--,--,--,--,--,--,SI,--
2459,MENDOZA,San Martín,Montecaseros,--,--,--,--,SI,SI,SI,SI,--
2460,MENDOZA,San Martín,Nueva California,--,--,--,--,--,--,--,SI,--
2461,MENDOZA,Tupungato,El Zampal,--,--,--,--,SI,--,--,--,--
2462,MENDOZA,San Rafael,Villa Atuel Norte,--,--,--,--,SI,SI,SI,--,--
2463,MENDOZA,Santa Rosa,Barrio 12 de Octubre,--,--,--,SI,SI,--,--,--,--
2464,MENDOZA,Santa Rosa,Barrio María Auxiliadora,--,--,--,--,SI,SI,--,--,--
2465,MENDOZA,Santa Rosa,Barrio Molina Cabrera,--,--,--,--,--,--,--,--,--
2466,MENDOZA,Santa Rosa,La Dormida,--,--,--,SI,SI,SI,SI,SI,--
2467,MENDOZA,Santa Rosa,Las Catitas,--,--,--,--,SI,SI,SI,SI,--
2468,MENDOZA,Santa Rosa,Santa Rosa,--,--,--,SI,--,--,SI,SI,--
2469,MENDOZA,Tunuyán,Barrio San Cayetano,--,--,--,--,--,--,--,--,--
2470,MENDOZA,Tunuyán,Campo Los Andes,--,SI,--,--,--,--,--,--,--
2471,MENDOZA,Tunuyán,Colonia Las Rosas,--,--,--,--,SI,SI,SI,SI,--
2472,MENDOZA,Tunuyán,El Manzano,--,--,--,--,SI,SI,--,--,--
2473,MENDOZA,Tunuyán,Los Sauces,--,SI,--,SI,SI,SI,SI,--,--
2474,MENDOZA,Tunuyán,Tunuyán,SI,SI,SI,SI,SI,SI,SI,SI,--
2475,MENDOZA,Tunuyán,Vista Flores,--,--,--,--,SI,SI,SI,SI,--
2476,MENDOZA,Tupungato,Barrio Belgrano Norte,--,--,--,--,--,--,--,--,--
2477,MENDOZA,Tupungato,Cordón del Plata,--,--,--,--,SI,SI,SI,SI,--
2478,MENDOZA,Tupungato,El Peral,--,--,--,--,--,--,--,--,--
2479,CORDOBA,San Justo,Las Varillas,SI,--,--,SI,SI,SI,SI,--,SI
2480,CORDOBA,San Justo,Marull,--,--,--,SI,SI,SI,SI,SI,SI
2481,CORDOBA,San Justo,Miramar,--,SI,--,--,SI,SI,SI,SI,--
2482,CORDOBA,San Justo,Morteros,SI,--,--,SI,SI,SI,SI,--,--
2483,CORDOBA,San Justo,Plaza Luxardo,--,--,--,--,--,--,--,SI,--
2484,CORDOBA,San Justo,Plaza San Francisco,--,--,--,--,SI,--,--,SI,--
2485,CORDOBA,San Justo,Porteña,SI,--,--,SI,SI,SI,SI,SI,--
2486,CORDOBA,San Justo,Quebracho Herrado,--,--,--,--,--,--,SI,SI,--
2487,CORDOBA,San Justo,Sacanta,--,SI,--,SI,SI,SI,SI,SI,SI
2488,CORDOBA,San Justo,San Francisco,SI,SI,--,SI,SI,SI,SI,SI,--
2489,JUJUY,Valle Grande,Valle Colorado,--,--,--,--,--,--,--,--,--
2490,JUJUY,Valle Grande,Valle Grande,--,--,--,--,--,--,--,--,--
2491,CORDOBA,San Justo,Saturnino María Laspiur,--,SI,--,--,SI,SI,SI,--,SI
2492,CORDOBA,San Justo,Seeber,SI,--,--,--,SI,--,--,--,--
2493,CORDOBA,San Justo,Toro Pujio,SI,--,--,--,SI,--,SI,--,--
2494,CORDOBA,San Justo,Tránsito,SI,--,--,--,SI,SI,SI,SI,--
2495,CORDOBA,San Justo,Trinchera,--,--,--,--,--,--,--,--,--
2496,CORDOBA,San Justo,Villa Concepción del Tío,--,SI,--,--,SI,SI,SI,SI,--
2497,CORDOBA,San Justo,Villa del Tránsito,--,--,--,--,--,--,--,SI,--
2498,CORDOBA,San Justo,Villa San Esteban,--,--,--,--,--,--,--,SI,--
2499,CORDOBA,Santa María,Alta Gracia,SI,SI,--,SI,SI,SI,SI,SI,--
2500,CORDOBA,Santa María,Anisacate,SI,--,--,--,--,--,SI,SI,--
2501,CORDOBA,Santa María,Barrio Gilbert,--,--,--,--,--,--,--,--,--
2502,CORDOBA,Santa María,Barrio Las Quintas,--,--,--,--,--,SI,--,--,--
2503,CORDOBA,Santa María,Barrio Villa del Parque,--,--,--,--,--,--,--,--,--
2504,CORDOBA,Santa María,Bouwer,--,--,--,--,SI,SI,SI,--,--
2505,CORDOBA,Santa María,Campos del Virrey,--,--,--,--,--,--,--,--,--
2506,CORDOBA,Santa María,Caseros Centro,--,--,--,--,SI,--,--,--,--
2507,CORDOBA,Santa María,Causana,--,--,--,--,--,--,--,--,--
2508,CORDOBA,Santa María,Costa Azul,--,--,--,--,SI,SI,--,--,--
2509,CORDOBA,Río Primero,Piquillín,SI,--,--,--,SI,SI,SI,--,--
2510,CORDOBA,Río Primero,Plaza de Mercedes,--,--,--,--,--,--,--,--,--
2511,CORDOBA,Río Primero,Pueblo Comechingones,--,--,--,--,SI,--,SI,--,--
2512,CORDOBA,Río Primero,Río Primero,SI,--,--,SI,SI,SI,SI,SI,--
2513,CORDOBA,Río Primero,Sagrada Familia,--,--,--,--,--,--,--,--,--
2514,CORDOBA,Río Primero,Santa Rosa de Río Primero,SI,--,--,SI,SI,SI,SI,SI,--
2515,CORDOBA,Río Primero,Villa Fontana,--,--,--,SI,SI,--,SI,SI,--
2516,CORDOBA,Río Seco,Cerro Colorado,--,--,--,--,SI,SI,--,SI,--
2517,CORDOBA,Río Seco,Chañar Viejo,--,--,--,--,--,--,--,--,--
2518,CORDOBA,Río Seco,Eufrasio Loza,--,--,--,--,--,--,--,--,--
2519,CORDOBA,Río Seco,Gütemberg,--,--,--,--,--,--,--,--,--
2520,CORDOBA,Río Seco,La Rinconada,--,--,--,--,SI,--,--,--,--
2521,CORDOBA,Río Seco,Los Hoyos,--,--,--,--,SI,--,--,--,--
2522,CORDOBA,Río Seco,Puesto de Castro,--,--,--,--,--,--,--,--,--
2523,CORDOBA,Río Seco,Rayo Cortado,--,--,--,--,--,--,--,SI,--
2524,CORDOBA,Río Seco,San Pedro de Gütemberg,--,--,--,--,--,--,--,--,--
2525,CORDOBA,Río Seco,Santa Elena,--,--,--,--,SI,--,--,--,--
2526,CORDOBA,Río Seco,Sebastián Elcano,--,--,--,SI,SI,SI,SI,--,--
2527,CORDOBA,Río Seco,Villa Candelaria,--,--,--,--,--,--,--,--,--
2528,CORDOBA,San Justo,Arroyito,SI,SI,--,SI,SI,SI,SI,SI,SI
2529,CORDOBA,San Justo,Balnearia,--,--,--,--,SI,SI,SI,--,--
2530,CORDOBA,San Justo,Brinkmann,SI,--,--,SI,SI,SI,SI,--,--
2531,CORDOBA,San Justo,Colonia 10 de Julio,--,--,--,--,--,--,--,--,--
2532,CORDOBA,San Justo,Colonia Anita,--,--,--,--,--,--,--,SI,--
2533,CORDOBA,San Justo,Colonia Iturraspe,--,--,--,--,--,--,--,--,--
2534,CORDOBA,San Justo,Colonia Las Pichanas,--,--,--,--,--,--,--,SI,--
2535,CORDOBA,San Justo,Colonia Marina,--,SI,--,SI,SI,SI,SI,SI,SI
2536,CORDOBA,San Justo,Colonia Prosperidad,--,--,--,--,SI,--,SI,--,--
2537,CORDOBA,San Justo,Colonia San Bartolomé,--,--,--,--,SI,--,SI,SI,--
2538,CORDOBA,San Justo,Colonia San Pedro,--,--,--,--,--,--,--,--,--
2539,CORDOBA,San Justo,Colonia Santa María,--,--,--,--,--,--,--,--,--
2540,CORDOBA,San Justo,Colonia Valtelina,--,--,--,--,--,--,--,--,--
2541,CORDOBA,San Justo,Colonia Vignaud,SI,--,--,SI,SI,SI,SI,--,--
2542,CORDOBA,Calamuchita,Lutti,--,--,--,--,--,--,--,--,--
2543,CORDOBA,Calamuchita,Monte Ralo,--,--,--,--,--,--,--,--,--
2544,CORDOBA,Calamuchita,Parque Calmayo,--,--,--,--,--,--,--,SI,--
2545,CORDOBA,Calamuchita,Río de los Sauces,--,--,--,--,SI,SI,SI,SI,--
2546,CORDOBA,Calamuchita,San Agustín,SI,--,--,--,SI,SI,SI,SI,--
